rate_id,provider_name,origin_city,destination_country_raw,destination_port,transport_mode,rate_basis,base_rate,currency,minimum_charge,origin_charges,destination_charges,estimated_transit_days,valid_from,valid_to,weight_min_kg,weight_max_kg
RATE-000655,OceanBridge Logistics,Ahmedabad,Spain,Barcelona,Sea LCL,per_cbm,168.94,USD,261.38,200.46,106.09,24,2026-07-01,2027-03-31,100,28000
RATE-000656,SkyCargo Partners,Ahmedabad,Spain,Barcelona,Sea LCL,per_cbm,151.85,EUR,267.66,232.32,176.27,26,2026-07-01,2027-03-31,100,28000
RATE-000657,BlueWave Logistics,Ahmedabad,Spain,Barcelona,Sea FCL,per_container,2717.85,USD,496.51,209.68,116.7,23,2026-07-01,2027-03-31,100,28000
RATE-000658,TransGlobe Freight,Ahmedabad,Spain,Barcelona,Sea FCL,per_container,2254.53,USD,138.61,141.93,184.46,28,2026-07-01,2027-03-31,100,28000
RATE-000659,OceanBridge Logistics,Ahmedabad,Spain,Barcelona,Sea FCL,per_container,1981.03,USD,357.85,96.98,140.8,23,2026-07-01,2027-03-31,100,28000
RATE-000660,SkyCargo Partners,Ahmedabad,Spain,Barcelona,Sea FCL,per_container,2466.27,USD,380.0,81.31,154.21,34,2026-07-01,2027-03-31,100,28000
RATE-000661,BlueWave Logistics,Ahmedabad,Spain,Valencia,Air,per_kg,6.98,EUR,266.51,197.03,119.74,4,2026-07-01,2027-03-31,1,5000
RATE-000662,TransGlobe Freight,Ahmedabad,Spain,Valencia,Air,per_kg,5.85,USD,331.9,114.34,110.67,10,2026-07-01,2027-03-31,1,5000
RATE-000663,OceanBridge Logistics,Ahmedabad,Spain,Valencia,Air,per_kg,6.33,EUR,449.53,223.74,146.56,6,2026-07-01,2027-03-31,1,5000
RATE-000664,SkyCargo Partners,Ahmedabad,Spain,Valencia,Air,per_kg,4.79,USD,466.97,117.34,127.59,7,2026-07-01,2027-03-31,1,5000
RATE-000665,BlueWave Logistics,Ahmedabad,Spain,Valencia,Sea LCL,per_cbm,241.91,USD,354.82,96.29,96.67,33,2026-07-01,2027-03-31,100,28000
RATE-000666,TransGlobe Freight,Ahmedabad,Spain,Valencia,Sea LCL,per_cbm,121.93,USD,339.63,239.12,168.61,34,2026-07-01,2027-03-31,100,28000
RATE-000667,OceanBridge Logistics,Ahmedabad,Spain,Valencia,Sea LCL,per_cbm,182.19,USD,422.65,164.65,157.76,33,2026-07-01,2027-03-31,100,28000
RATE-000668,SkyCargo Partners,Ahmedabad,Spain,Valencia,Sea LCL,per_cbm,135.38,EUR,325.08,171.45,147.46,38,2026-07-01,2027-03-31,100,28000
RATE-000669,BlueWave Logistics,Ahmedabad,Spain,Valencia,Sea FCL,per_container,2846.49,USD,393.97,158.15,115.17,36,2026-07-01,2027-03-31,100,28000
RATE-000670,TransGlobe Freight,Ahmedabad,Spain,Valencia,Sea FCL,per_container,3161.71,EUR,466.98,152.5,122.37,33,2026-07-01,2027-03-31,100,28000
RATE-000671,OceanBridge Logistics,Ahmedabad,Spain,Valencia,Sea FCL,per_container,3736.59,EUR,432.6,172.59,107.24,30,2026-07-01,2027-03-31,100,28000
RATE-000672,SkyCargo Partners,Ahmedabad,Spain,Valencia,Sea FCL,per_container,2045.8,USD,365.57,130.41,91.44,21,2026-07-01,2027-03-31,100,28000
RATE-000673,BlueWave Logistics,Ludhiana,Federal Republic of Germany,Hamburg,Air,per_kg,6.77,USD,96.36,195.73,140.52,9,2026-07-01,2027-03-31,1,5000
RATE-000674,TransGlobe Freight,Ludhiana,Federal Republic of Germany,Hamburg,Air,per_kg,5.69,USD,242.27,218.43,103.17,10,2026-07-01,2027-03-31,1,5000
RATE-000675,OceanBridge Logistics,Ludhiana,Federal Republic of Germany,Hamburg,Air,per_kg,4.6,USD,300.87,100.7,69.71,9,2026-07-01,2027-03-31,1,5000
RATE-000676,SkyCargo Partners,Ludhiana,Federal Republic of Germany,Hamburg,Air,per_kg,6.15,USD,265.12,199.91,167.87,7,2026-07-01,2027-03-31,1,5000
RATE-000677,BlueWave Logistics,Ludhiana,Federal Republic of Germany,Hamburg,Sea LCL,per_cbm,248.09,USD,386.39,223.77,114.27,32,2026-07-01,2027-03-31,100,28000
RATE-000678,TransGlobe Freight,Ludhiana,Federal Republic of Germany,Hamburg,Sea LCL,per_cbm,182.36,EUR,192.06,124.73,174.71,26,2026-07-01,2027-03-31,100,28000
RATE-000679,OceanBridge Logistics,Ludhiana,Federal Republic of Germany,Hamburg,Sea LCL,per_cbm,243.96,USD,396.26,224.35,176.16,24,2026-07-01,2027-03-31,100,28000
RATE-000680,SkyCargo Partners,Ludhiana,Federal Republic of Germany,Hamburg,Sea LCL,per_cbm,144.33,USD,397.63,194.89,77.84,34,2026-07-01,2027-03-31,100,28000
RATE-000681,BlueWave Logistics,Ludhiana,Federal Republic of Germany,Hamburg,Sea FCL,per_container,2474.89,USD,108.77,186.18,139.37,26,2026-07-01,2027-03-31,100,28000
RATE-000682,TransGlobe Freight,Ludhiana,Federal Republic of Germany,Hamburg,Sea FCL,per_container,2572.76,EUR,94.57,200.89,136.46,29,2026-07-01,2027-03-31,100,28000
RATE-000683,OceanBridge Logistics,Ludhiana,Federal Republic of Germany,Hamburg,Sea FCL,per_container,3228.94,USD,185.18,198.72,130.82,32,2026-07-01,2027-03-31,100,28000
RATE-000684,SkyCargo Partners,Ludhiana,Federal Republic of Germany,Hamburg,Sea FCL,per_container,2022.59,EUR,248.41,156.49,189.81,22,2026-07-01,2027-03-31,100,28000
RATE-000685,BlueWave Logistics,Ludhiana,Federal Republic of Germany,Bremerhaven,Air,per_kg,6.37,USD,184.22,112.16,107.9,9,2026-07-01,2027-03-31,1,5000
RATE-000686,TransGlobe Freight,Ludhiana,Federal Republic of Germany,Bremerhaven,Air,per_kg,4.82,EUR,474.91,100.55,181.2,6,2026-07-01,2027-03-31,1,5000
RATE-000687,OceanBridge Logistics,Ludhiana,Federal Republic of Germany,Bremerhaven,Air,per_kg,6.07,EUR,144.99,109.39,61.82,10,2026-07-01,2027-03-31,1,5000
RATE-000688,SkyCargo Partners,Ludhiana,Federal Republic of Germany,Bremerhaven,Air,per_kg,4.89,USD,266.36,83.14,139.53,5,2026-07-01,2027-03-31,1,5000
RATE-000689,BlueWave Logistics,Ludhiana,Federal Republic of Germany,Bremerhaven,Sea LCL,per_cbm,232.55,EUR,157.57,187.29,89.89,34,2026-07-01,2027-03-31,100,28000
RATE-000690,TransGlobe Freight,Ludhiana,Federal Republic of Germany,Bremerhaven,Sea LCL,per_cbm,253.89,USD,459.22,106.85,114.09,32,2026-07-01,2027-03-31,100,28000
RATE-000691,OceanBridge Logistics,Ludhiana,Federal Republic of Germany,Bremerhaven,Sea LCL,per_cbm,169.03,EUR,309.2,208.7,102.61,32,2026-07-01,2027-03-31,100,28000
RATE-000692,SkyCargo Partners,Ludhiana,Federal Republic of Germany,Bremerhaven,Sea LCL,per_cbm,177.36,EUR,229.23,124.65,175.81,35,2026-07-01,2027-03-31,100,28000
RATE-000693,BlueWave Logistics,Ludhiana,Federal Republic of Germany,Bremerhaven,Sea FCL,per_container,2517.04,EUR,242.05,220.37,131.1,33,2026-07-01,2027-03-31,100,28000
RATE-000694,TransGlobe Freight,Ludhiana,Federal Republic of Germany,Bremerhaven,Sea FCL,per_container,2103.13,USD,217.37,234.52,144.36,28,2026-07-01,2027-03-31,100,28000
RATE-000695,OceanBridge Logistics,Ludhiana,Federal Republic of Germany,Bremerhaven,Sea FCL,per_container,2683.04,USD,113.96,133.77,165.01,34,2026-07-01,2027-03-31,100,28000
RATE-000696,SkyCargo Partners,Ludhiana,Federal Republic of Germany,Bremerhaven,Sea FCL,per_container,2479.1,EUR,431.54,84.61,88.11,30,2026-07-01,2027-03-31,100,28000
RATE-000697,BlueWave Logistics,Ludhiana,NL,Rotterdam,Air,per_kg,6.62,USD,459.35,102.69,138.98,5,2026-07-01,2027-03-31,1,5000
RATE-000698,TransGlobe Freight,Ludhiana,NL,Rotterdam,Air,per_kg,5.11,USD,193.44,230.51,141.99,8,2026-07-01,2027-03-31,1,5000
RATE-000699,OceanBridge Logistics,Ludhiana,NL,Rotterdam,Air,per_kg,5.66,USD,111.26,224.43,161.6,9,2026-07-01,2027-03-31,1,5000
RATE-000700,SkyCargo Partners,Ludhiana,NL,Rotterdam,Air,per_kg,4.44,USD,94.39,176.87,121.7,5,2026-07-01,2027-03-31,1,5000
RATE-000701,BlueWave Logistics,Ludhiana,NL,Rotterdam,Sea LCL,per_cbm,271.75,USD,101.82,164.12,142.65,31,2026-07-01,2027-03-31,100,28000
RATE-000702,TransGlobe Freight,Ludhiana,NL,Rotterdam,Sea LCL,per_cbm,183.47,USD,401.73,148.7,121.14,34,2026-07-01,2027-03-31,100,28000
RATE-000703,OceanBridge Logistics,Ludhiana,NL,Rotterdam,Sea LCL,per_cbm,211.8,EUR,465.46,111.31,135.74,32,2026-07-01,2027-03-31,100,28000
RATE-000704,SkyCargo Partners,Ludhiana,NL,Rotterdam,Sea LCL,per_cbm,245.89,USD,170.29,180.7,120.69,25,2026-07-01,2027-03-31,100,28000
RATE-000705,BlueWave Logistics,Ludhiana,NL,Rotterdam,Sea FCL,per_container,3234.2,EUR,104.23,165.59,122.64,30,2026-07-01,2027-03-31,100,28000
RATE-000706,TransGlobe Freight,Ludhiana,NL,Rotterdam,Sea FCL,per_container,2195.87,EUR,319.98,85.41,91.58,27,2026-07-01,2027-03-31,100,28000
RATE-000707,OceanBridge Logistics,Ludhiana,NL,Rotterdam,Sea FCL,per_container,2963.77,EUR,411.67,147.66,132.43,27,2026-07-01,2027-03-31,100,28000
RATE-000708,SkyCargo Partners,Ludhiana,NL,Rotterdam,Sea FCL,per_container,3868.88,EUR,325.05,123.85,157.98,26,2026-07-01,2027-03-31,100,28000
RATE-000709,BlueWave Logistics,Ludhiana,French Republic,Le Havre,Air,per_kg,6.6,EUR,159.54,227.27,183.71,5,2026-07-01,2027-03-31,1,5000
RATE-000710,TransGlobe Freight,Ludhiana,French Republic,Le Havre,Air,per_kg,5.31,EUR,239.02,130.8,171.59,7,2026-07-01,2027-03-31,1,5000
RATE-000711,OceanBridge Logistics,Ludhiana,French Republic,Le Havre,Air,per_kg,6.51,EUR,333.25,179.21,79.97,9,2026-07-01,2027-03-31,1,5000
RATE-000712,SkyCargo Partners,Ludhiana,French Republic,Le Havre,Air,per_kg,4.17,USD,374.68,197.52,112.45,4,2026-07-01,2027-03-31,1,5000
RATE-000713,BlueWave Logistics,Ludhiana,French Republic,Le Havre,Sea LCL,per_cbm,166.5,USD,470.86,153.17,152.02,37,2026-07-01,2027-03-31,100,28000
RATE-000714,TransGlobe Freight,Ludhiana,French Republic,Le Havre,Sea LCL,per_cbm,141.41,EUR,437.05,214.0,107.44,26,2026-07-01,2027-03-31,100,28000
RATE-000715,OceanBridge Logistics,Ludhiana,French Republic,Le Havre,Sea LCL,per_cbm,149.56,EUR,388.38,160.89,184.46,23,2026-07-01,2027-03-31,100,28000
RATE-000716,SkyCargo Partners,Ludhiana,French Republic,Le Havre,Sea LCL,per_cbm,263.35,USD,255.34,222.14,187.49,37,2026-07-01,2027-03-31,100,28000
RATE-000717,BlueWave Logistics,Ludhiana,French Republic,Le Havre,Sea FCL,per_container,3594.3,USD,255.99,183.17,108.02,24,2026-07-01,2027-03-31,100,28000
RATE-000718,TransGlobe Freight,Ludhiana,French Republic,Le Havre,Sea FCL,per_container,2198.77,USD,172.04,222.77,77.57,23,2026-07-01,2027-03-31,100,28000
RATE-000719,OceanBridge Logistics,Ludhiana,French Republic,Le Havre,Sea FCL,per_container,2607.33,USD,163.33,226.49,142.67,29,2026-07-01,2027-03-31,100,28000
RATE-000720,SkyCargo Partners,Ludhiana,French Republic,Le Havre,Sea FCL,per_container,2737.27,EUR,107.05,183.34,86.09,24,2026-07-01,2027-03-31,100,28000
RATE-000721,BlueWave Logistics,Ludhiana,French Republic,Marseille,Air,per_kg,4.2,USD,136.27,102.46,114.25,7,2026-07-01,2027-03-31,1,5000
RATE-000722,TransGlobe Freight,Ludhiana,French Republic,Marseille,Air,per_kg,6.32,EUR,210.19,156.59,118.95,10,2026-07-01,2027-03-31,1,5000
RATE-000723,OceanBridge Logistics,Ludhiana,French Republic,Marseille,Air,per_kg,6.88,USD,471.29,185.61,153.51,4,2026-07-01,2027-03-31,1,5000
RATE-000724,SkyCargo Partners,Ludhiana,French Republic,Marseille,Air,per_kg,4.49,EUR,350.55,206.81,174.41,4,2026-07-01,2027-03-31,1,5000
RATE-000725,BlueWave Logistics,Ludhiana,French Republic,Marseille,Sea LCL,per_cbm,159.53,EUR,316.0,104.07,162.79,23,2026-07-01,2027-03-31,100,28000
RATE-000726,TransGlobe Freight,Ludhiana,French Republic,Marseille,Sea LCL,per_cbm,152.11,EUR,176.51,197.41,69.69,22,2026-07-01,2027-03-31,100,28000
RATE-000727,OceanBridge Logistics,Ludhiana,French Republic,Marseille,Sea LCL,per_cbm,255.89,USD,109.57,137.2,101.98,24,2026-07-01,2027-03-31,100,28000
RATE-000728,SkyCargo Partners,Ludhiana,French Republic,Marseille,Sea LCL,per_cbm,260.25,USD,94.41,190.61,151.27,23,2026-07-01,2027-03-31,100,28000
RATE-000729,BlueWave Logistics,Ludhiana,French Republic,Marseille,Sea FCL,per_container,2909.61,EUR,499.15,124.31,145.39,28,2026-07-01,2027-03-31,100,28000
RATE-000730,TransGlobe Freight,Ludhiana,French Republic,Marseille,Sea FCL,per_container,3032.36,USD,368.82,183.87,68.97,23,2026-07-01,2027-03-31,100,28000
RATE-000731,OceanBridge Logistics,Ludhiana,French Republic,Marseille,Sea FCL,per_container,3711.93,USD,478.41,207.96,186.86,32,2026-07-01,2027-03-31,100,28000
RATE-000732,SkyCargo Partners,Ludhiana,French Republic,Marseille,Sea FCL,per_container,3353.19,EUR,342.26,224.63,158.11,35,2026-07-01,2027-03-31,100,28000
RATE-000733,BlueWave Logistics,Ludhiana,IT,Genoa,Air,per_kg,4.99,USD,207.3,224.57,166.41,9,2026-07-01,2027-03-31,1,5000
RATE-000734,TransGlobe Freight,Ludhiana,IT,Genoa,Air,per_kg,5.07,USD,274.49,118.76,166.89,9,2026-07-01,2027-03-31,1,5000
RATE-000735,OceanBridge Logistics,Ludhiana,IT,Genoa,Air,per_kg,4.9,USD,398.74,128.74,73.98,5,2026-07-01,2027-03-31,1,5000
RATE-000736,SkyCargo Partners,Ludhiana,IT,Genoa,Air,per_kg,5.77,EUR,128.99,180.48,120.37,6,2026-07-01,2027-03-31,1,5000
RATE-000737,BlueWave Logistics,Ludhiana,IT,Genoa,Sea LCL,per_cbm,178.48,EUR,359.8,231.09,137.19,30,2026-07-01,2027-03-31,100,28000
RATE-000738,TransGlobe Freight,Ludhiana,IT,Genoa,Sea LCL,per_cbm,279.08,USD,424.83,111.33,85.56,30,2026-07-01,2027-03-31,100,28000
RATE-000739,OceanBridge Logistics,Ludhiana,IT,Genoa,Sea LCL,per_cbm,180.51,USD,99.6,143.07,120.86,23,2026-07-01,2027-03-31,100,28000
RATE-000740,SkyCargo Partners,Ludhiana,IT,Genoa,Sea LCL,per_cbm,153.1,EUR,419.6,202.91,170.48,35,2026-07-01,2027-03-31,100,28000
RATE-000741,BlueWave Logistics,Ludhiana,IT,Genoa,Sea FCL,per_container,3230.89,USD,128.44,178.35,159.41,27,2026-07-01,2027-03-31,100,28000
RATE-000742,TransGlobe Freight,Ludhiana,IT,Genoa,Sea FCL,per_container,3631.8,USD,249.61,86.86,99.49,32,2026-07-01,2027-03-31,100,28000
RATE-000743,OceanBridge Logistics,Ludhiana,IT,Genoa,Sea FCL,per_container,3543.84,USD,312.21,134.53,76.21,28,2026-07-01,2027-03-31,100,28000
RATE-000744,SkyCargo Partners,Ludhiana,IT,Genoa,Sea FCL,per_container,2842.38,USD,293.94,212.64,105.28,27,2026-07-01,2027-03-31,100,28000
RATE-000745,BlueWave Logistics,Ludhiana,España,Barcelona,Air,per_kg,6.23,USD,229.21,211.91,130.91,5,2026-07-01,2027-03-31,1,5000
RATE-000746,TransGlobe Freight,Ludhiana,España,Barcelona,Air,per_kg,5.56,USD,209.0,121.36,140.34,10,2026-07-01,2027-03-31,1,5000
RATE-000747,OceanBridge Logistics,Ludhiana,España,Barcelona,Air,per_kg,4.16,USD,247.95,225.99,167.96,8,2026-07-01,2027-03-31,1,5000
RATE-000748,SkyCargo Partners,Ludhiana,España,Barcelona,Air,per_kg,6.73,USD,158.92,148.69,168.82,5,2026-07-01,2027-03-31,1,5000
RATE-000749,BlueWave Logistics,Ludhiana,España,Barcelona,Sea LCL,per_cbm,162.45,EUR,182.82,196.46,106.76,28,2026-07-01,2027-03-31,100,28000
RATE-000750,TransGlobe Freight,Ludhiana,España,Barcelona,Sea LCL,per_cbm,164.6,USD,285.41,226.99,183.59,31,2026-07-01,2027-03-31,100,28000
RATE-000751,OceanBridge Logistics,Ludhiana,España,Barcelona,Sea LCL,per_cbm,182.11,USD,160.91,117.68,69.86,34,2026-07-01,2027-03-31,100,28000
RATE-000752,SkyCargo Partners,Ludhiana,España,Barcelona,Sea LCL,per_cbm,127.96,USD,400.27,147.9,169.62,37,2026-07-01,2027-03-31,100,28000
RATE-000753,BlueWave Logistics,Ludhiana,España,Barcelona,Sea FCL,per_container,3639.52,USD,114.13,206.97,76.86,32,2026-07-01,2027-03-31,100,28000
RATE-000754,TransGlobe Freight,Ludhiana,España,Barcelona,Sea FCL,per_container,3437.71,EUR,290.73,82.04,157.42,34,2026-07-01,2027-03-31,100,28000
RATE-000755,OceanBridge Logistics,Ludhiana,España,Barcelona,Sea FCL,per_container,2411.4,USD,474.38,83.98,85.28,21,2026-07-01,2027-03-31,100,28000
RATE-000756,SkyCargo Partners,Ludhiana,España,Barcelona,Sea FCL,per_container,3766.51,USD,373.36,239.31,184.47,35,2026-07-01,2027-03-31,100,28000
RATE-000757,BlueWave Logistics,Ludhiana,España,Valencia,Air,per_kg,5.65,USD,483.6,156.01,78.93,7,2026-07-01,2027-03-31,1,5000
RATE-000758,TransGlobe Freight,Ludhiana,España,Valencia,Air,per_kg,4.29,USD,394.61,178.15,179.1,9,2026-07-01,2027-03-31,1,5000
RATE-000759,OceanBridge Logistics,Ludhiana,España,Valencia,Air,per_kg,4.84,USD,126.79,158.07,154.95,10,2026-07-01,2027-03-31,1,5000
RATE-000760,SkyCargo Partners,Ludhiana,España,Valencia,Air,per_kg,4.54,USD,444.82,128.87,135.4,9,2026-07-01,2027-03-31,1,5000
RATE-000761,BlueWave Logistics,Ludhiana,España,Valencia,Sea LCL,per_cbm,184.14,USD,494.1,92.9,89.05,38,2026-07-01,2027-03-31,100,28000
RATE-000762,TransGlobe Freight,Ludhiana,España,Valencia,Sea LCL,per_cbm,151.43,USD,463.24,192.37,136.96,34,2026-07-01,2027-03-31,100,28000
RATE-000763,OceanBridge Logistics,Ludhiana,España,Valencia,Sea LCL,per_cbm,231.07,USD,406.88,169.96,174.54,23,2026-07-01,2027-03-31,100,28000
RATE-000764,SkyCargo Partners,Ludhiana,España,Valencia,Sea LCL,per_cbm,221.15,USD,102.18,211.91,76.38,38,2026-07-01,2027-03-31,100,28000
RATE-000765,BlueWave Logistics,Ludhiana,España,Valencia,Sea FCL,per_container,2912.49,USD,279.26,181.18,95.82,24,2026-07-01,2027-03-31,100,28000
RATE-000766,TransGlobe Freight,Ludhiana,España,Valencia,Sea FCL,per_container,1835.41,EUR,291.31,203.97,132.63,36,2026-07-01,2027-03-31,100,28000
RATE-000767,OceanBridge Logistics,Ludhiana,España,Valencia,Sea FCL,per_container,2166.4,USD,365.38,192.92,70.59,26,2026-07-01,2027-03-31,100,28000
RATE-000768,SkyCargo Partners,Ludhiana,España,Valencia,Sea FCL,per_container,2195.21,USD,426.15,221.07,132.81,35,2026-07-01,2027-03-31,100,28000
RATE-000769,BlueWave Logistics,Surat,Federal Republic of Germany,Hamburg,Air,per_kg,4.5,USD,294.89,101.99,126.83,5,2026-07-01,2027-03-31,1,5000
RATE-000770,TransGlobe Freight,Surat,Federal Republic of Germany,Hamburg,Air,per_kg,6.43,USD,457.85,232.5,123.48,8,2026-07-01,2027-03-31,1,5000
RATE-000771,OceanBridge Logistics,Surat,Federal Republic of Germany,Hamburg,Air,per_kg,5.15,USD,445.01,190.51,163.98,6,2026-07-01,2027-03-31,1,5000
RATE-000772,SkyCargo Partners,Surat,Federal Republic of Germany,Hamburg,Air,per_kg,5.87,USD,343.32,138.92,121.7,9,2026-07-01,2027-03-31,1,5000
RATE-000773,BlueWave Logistics,Surat,Federal Republic of Germany,Hamburg,Sea LCL,per_cbm,153.2,USD,125.47,83.05,107.22,28,2026-07-01,2027-03-31,100,28000
RATE-000774,TransGlobe Freight,Surat,Federal Republic of Germany,Hamburg,Sea LCL,per_cbm,230.39,EUR,361.2,133.1,182.88,22,2026-07-01,2027-03-31,100,28000
RATE-000775,OceanBridge Logistics,Surat,Federal Republic of Germany,Hamburg,Sea LCL,per_cbm,263.03,USD,275.4,169.65,67.47,26,2026-07-01,2027-03-31,100,28000
RATE-000776,SkyCargo Partners,Surat,Federal Republic of Germany,Hamburg,Sea LCL,per_cbm,264.06,EUR,95.0,104.94,168.73,28,2026-07-01,2027-03-31,100,28000
RATE-000777,BlueWave Logistics,Surat,Federal Republic of Germany,Hamburg,Sea FCL,per_container,2379.93,EUR,272.26,106.75,180.83,26,2026-07-01,2027-03-31,100,28000
RATE-000778,TransGlobe Freight,Surat,Federal Republic of Germany,Hamburg,Sea FCL,per_container,2976.79,USD,328.52,152.45,140.51,26,2026-07-01,2027-03-31,100,28000
RATE-000779,OceanBridge Logistics,Surat,Federal Republic of Germany,Hamburg,Sea FCL,per_container,3197.62,USD,123.39,236.61,73.12,24,2026-07-01,2027-03-31,100,28000
RATE-000780,SkyCargo Partners,Surat,Federal Republic of Germany,Hamburg,Sea FCL,per_container,3250.93,EUR,190.05,194.66,118.33,34,2026-07-01,2027-03-31,100,28000
RATE-000781,BlueWave Logistics,Surat,Federal Republic of Germany,Bremerhaven,Air,per_kg,5.66,USD,461.64,178.22,129.32,6,2026-07-01,2027-03-31,1,5000
RATE-000782,TransGlobe Freight,Surat,Federal Republic of Germany,Bremerhaven,Air,per_kg,6.02,USD,86.57,140.65,184.03,6,2026-07-01,2027-03-31,1,5000
RATE-000783,OceanBridge Logistics,Surat,Federal Republic of Germany,Bremerhaven,Air,per_kg,5.17,USD,98.14,180.05,173.2,8,2026-07-01,2027-03-31,1,5000
RATE-000784,SkyCargo Partners,Surat,Federal Republic of Germany,Bremerhaven,Air,per_kg,6.22,EUR,313.66,150.62,110.63,7,2026-07-01,2027-03-31,1,5000
RATE-000785,BlueWave Logistics,Surat,Federal Republic of Germany,Bremerhaven,Sea LCL,per_cbm,149.25,EUR,107.52,96.89,72.44,24,2026-07-01,2027-03-31,100,28000
RATE-000786,TransGlobe Freight,Surat,Federal Republic of Germany,Bremerhaven,Sea LCL,per_cbm,170.65,EUR,155.94,116.01,121.1,24,2026-07-01,2027-03-31,100,28000
RATE-000787,OceanBridge Logistics,Surat,Federal Republic of Germany,Bremerhaven,Sea LCL,per_cbm,182.91,EUR,477.8,238.92,143.53,32,2026-07-01,2027-03-31,100,28000
RATE-000788,SkyCargo Partners,Surat,Federal Republic of Germany,Bremerhaven,Sea LCL,per_cbm,257.49,USD,206.3,190.01,182.75,32,2026-07-01,2027-03-31,100,28000
RATE-000789,BlueWave Logistics,Surat,Federal Republic of Germany,Bremerhaven,Sea FCL,per_container,2141.23,USD,263.68,163.68,80.56,22,2026-07-01,2027-03-31,100,28000
RATE-000790,TransGlobe Freight,Surat,Federal Republic of Germany,Bremerhaven,Sea FCL,per_container,3259.2,EUR,142.46,213.91,87.08,31,2026-07-01,2027-03-31,100,28000
RATE-000791,OceanBridge Logistics,Surat,Federal Republic of Germany,Bremerhaven,Sea FCL,per_container,2729.73,USD,125.01,105.49,77.07,28,2026-07-01,2027-03-31,100,28000
RATE-000792,SkyCargo Partners,Surat,Federal Republic of Germany,Bremerhaven,Sea FCL,per_container,3554.99,EUR,383.62,122.95,67.63,26,2026-07-01,2027-03-31,100,28000
RATE-000793,BlueWave Logistics,Surat,The Netherlands,Rotterdam,Air,per_kg,4.37,USD,158.37,111.19,97.5,9,2026-07-01,2027-03-31,1,5000
RATE-000794,TransGlobe Freight,Surat,The Netherlands,Rotterdam,Air,per_kg,6.47,EUR,345.09,194.97,97.5,8,2026-07-01,2027-03-31,1,5000
RATE-000795,OceanBridge Logistics,Surat,The Netherlands,Rotterdam,Air,per_kg,5.33,USD,327.2,207.91,137.49,8,2026-07-01,2027-03-31,1,5000
RATE-000796,SkyCargo Partners,Surat,The Netherlands,Rotterdam,Air,per_kg,6.02,EUR,239.66,120.33,174.04,7,2026-07-01,2027-03-31,1,5000
RATE-000797,BlueWave Logistics,Surat,The Netherlands,Rotterdam,Sea LCL,per_cbm,149.42,USD,479.66,120.34,154.71,37,2026-07-01,2027-03-31,100,28000
RATE-000798,TransGlobe Freight,Surat,The Netherlands,Rotterdam,Sea LCL,per_cbm,212.31,USD,375.24,163.93,84.86,31,2026-07-01,2027-03-31,100,28000
RATE-000799,OceanBridge Logistics,Surat,The Netherlands,Rotterdam,Sea LCL,per_cbm,174.19,USD,499.11,223.27,67.62,29,2026-07-01,2027-03-31,100,28000
RATE-000800,SkyCargo Partners,Surat,The Netherlands,Rotterdam,Sea LCL,per_cbm,254.19,USD,443.89,172.51,158.3,26,2026-07-01,2027-03-31,100,28000
RATE-000801,BlueWave Logistics,Surat,The Netherlands,Rotterdam,Sea FCL,per_container,2638.52,EUR,368.6,238.13,186.99,36,2026-07-01,2027-03-31,100,28000
RATE-000802,TransGlobe Freight,Surat,The Netherlands,Rotterdam,Sea FCL,per_container,2293.18,USD,382.1,104.78,178.95,36,2026-07-01,2027-03-31,100,28000
RATE-000803,OceanBridge Logistics,Surat,The Netherlands,Rotterdam,Sea FCL,per_container,3802.84,USD,218.13,163.05,75.17,26,2026-07-01,2027-03-31,100,28000
RATE-000804,SkyCargo Partners,Surat,The Netherlands,Rotterdam,Sea FCL,per_container,1813.91,USD,194.45,159.86,180.07,22,2026-07-01,2027-03-31,100,28000
RATE-000805,BlueWave Logistics,Surat,French Republic,Le Havre,Air,per_kg,4.59,USD,388.99,239.82,126.93,4,2026-07-01,2027-03-31,1,5000
RATE-000806,TransGlobe Freight,Surat,French Republic,Le Havre,Air,per_kg,5.23,USD,279.85,118.74,107.38,9,2026-07-01,2027-03-31,1,5000
RATE-000807,OceanBridge Logistics,Surat,French Republic,Le Havre,Air,per_kg,4.11,USD,378.1,160.52,86.11,4,2026-07-01,2027-03-31,1,5000
RATE-000808,SkyCargo Partners,Surat,French Republic,Le Havre,Air,per_kg,6.63,USD,231.8,184.71,103.42,7,2026-07-01,2027-03-31,1,5000
RATE-000809,BlueWave Logistics,Surat,French Republic,Le Havre,Sea LCL,per_cbm,139.5,EUR,140.43,222.42,117.89,29,2026-07-01,2027-03-31,100,28000
RATE-000810,TransGlobe Freight,Surat,French Republic,Le Havre,Sea LCL,per_cbm,129.77,EUR,165.21,143.07,97.15,29,2026-07-01,2027-03-31,100,28000
RATE-000811,OceanBridge Logistics,Surat,French Republic,Le Havre,Sea LCL,per_cbm,128.2,USD,232.86,116.68,150.87,35,2026-07-01,2027-03-31,100,28000
RATE-000812,SkyCargo Partners,Surat,French Republic,Le Havre,Sea LCL,per_cbm,198.61,USD,119.07,233.59,123.56,22,2026-07-01,2027-03-31,100,28000
RATE-000813,BlueWave Logistics,Surat,French Republic,Le Havre,Sea FCL,per_container,3710.43,USD,358.4,101.86,188.21,27,2026-07-01,2027-03-31,100,28000
